Location Id,Business Account Number,Ownership Name,DBA Name,Street Address,City,State,Source Zipcode,Business Start Date,Business End Date,Location Start Date,Location End Date,Mail Address,Mail City,Mail Zipcode,Mail State,NAICS Code,NAICS Code Description,Parking Tax,Transient Occupancy Tax,LIC Code,LIC Code Description,Supervisor District,Neighborhoods - Analysis Boundaries,Business Corridor,Business Location,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,DELETE - Zip Codes,DELETE - Fire Prevention Districts,DELETE - Supervisor Districts,DELETE - Current Police Districts,DELETE - Neighborhoods,DELETE - Police Districts
0455266-01-001,455266,Napolitana Inc,"Nizario's Pizza #2",4077 18th St,San Francisco,CA,94114,01/01/2011,,01/01/2011,,4077 18TH ST,San Francisco,94114,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",8,Castro/Upper Market,,POINT (-122.434463 37.760922),38,3,5,5,28862,15,5,7,3,4
0455267-01-001,455267,Nizarios Inc,"Nizario's Pizza",3840 Geary Blvd,San Francisco,CA,94118,01/01/2011,,01/01/2011,,3840 GEARY BLVD,San Francisco,94118,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",,,,POINT (-122.460682 37.781248),5,8,4,11,54,11,2,9,11,6
0436466-01-001,436466,Mas Rossi F,"Nina's Cafe",201 Fell St,San Francisco,CA,94102,02/25/2009,,02/25/2009,,201 FELL ST,San Francisco,94102,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",5,Hayes Valley,,POINT (-122.421319 37.776149),21,4,11,9,28852,7,11,6,10,9
0452705-01-001,452705,Nile Cafe Inc,Nile Cafe Inc,544 Jones St,San Francisco,CA,94102,11/01/2009,,11/01/2009,,544 JONES ST,San Francisco,94102,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",6,Tenderloin,,POINT (-122.413086 37.786323),20,5,10,36,28852,5,9,10,36,10
1187487-05-181,1087415,"Top Beef, Inc.","Niku Steakhouse, The Butcher, Udon Time",1 Henry Adams St,San Francisco,CA,94103,05/01/2018,,05/01/2018,05/01/2018,25 DIVISION ST 202 STE,San Francisco,94103,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
1187766-05-181,1087415,"Top Beef, Inc.",Niku Steakhouse,1 Henry Adams St,San Francisco,CA,94103,05/01/2018,,05/01/2018,09/14/2018,25 DIVISION ST 202 STE,San Francisco,94103,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
1200398-09-181,1092623,"Top Beef, Llc",Niku Steakhouse,61 Division St,San Francisco,CA,94103,09/12/2018,,09/12/2018,,25 DIVISION ST 202 STE,San Francisco,94103,CA,7220-7229,Food Services,f,f,D04 H26,Multiple,10,Mission Bay,,,,,,,,,,,,
0356193-02-001,356193,Nihon Sf Inc,Nihon Whisky Lounge,1779 Folsom St,San Francisco,CA,94103,10/01/2005,,10/01/2005,,1300 FULTON ST,San Francisco,94117,CA,7220-7229,Food Services,f,f,H25,"RESTAURANT 1,000 - 2,000 SQFT",9,Mission,,POINT (-122.415644 37.768682),53,3,2,20,28853,8,7,7,19,4
1237503-10-191,1095161,Future Bars Inc,Nightingale,239 Kearny St,San Francisco,CA,94108,11/19/2018,,10/30/2019,,244 KEARNY ST,San Francisco,94108,CA,7220-7229,Food Services,f,f,H86,BARS/TAVERNS W/O FOOD PREP,3,Financial District/South Beach,,,,,,,,,,,,
1064607-04-161,1031654,330 Gough Partners Llc,Nightbird,330 Gough St,San Francisco,CA,94102,04/28/2016,,04/28/2016,,330 GOUGH ST,San Francisco,94102,CA,7220-7229,Food Services,f,f,H25,"RESTAURANT 1,000 - 2,000 SQFT",,,,POINT (-122.422908 37.776427),22,4,11,9,28852,7,11,6,10,9
1240247-12-191,1109351,32 3rd Street Lp,Night Market,32 3rd Street,San Francisco,CA,94103,12/01/2019,,12/01/2019,,30 Chevy Chase Court,Larkspur,94939,CA,7220-7229,Food Services,f,f,,,6,Financial District/South Beach,,,,,,,,,,,,
1122679-10-161,1059042,Ndpstaff; Llc,Night & Day Productions,3115 Roxanne Ave,Long Beach,CA,90808,02/06/2016,,02/06/2016,,908 OHIO AVE,Long Beach,90804,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
1194146-07-181,1059042,Ndpstaff; Llc,Night & Day Productions,908 Ohio Ave,Long Beach,CA,90804,02/06/2016,,02/06/2016,,908 OHIO AVE,Long Beach,90804,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
1035320-07-151,1016573,Abundis Edgar,Nieves Cinco De Mayo Produce,3052 16th St,San Francisco,CA,94103,07/01/2015,,07/01/2015,,3052 16TH ST,San Francisco,94103,CA,7220-7229,Food Services,f,f,H07,RETAIL FOOD MARKET W/FOOD PREP. LT 5001 SQFT,,,,POINT (-122.420939 37.764967),53,3,2,20,28859,8,7,7,19,4
1222641-05-191,1102244,Elias Jweinat,Nicos Sicilia Pizza,709 Offarell St,San Francisco,CA,94109,05/22/2019,,05/22/2019,,709 OFARRELL ST,San Francisco,94109,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",,,,,,,,,,,,,,
1209637-01-191,1096820,Nicole Talbott,Nicole Talbott,1263 16th Ave Apt 4,San Francisco,CA,94122,01/04/2019,,01/04/2019,,1263 16TH AVE 4 APT,San Francisco,94122,CA,7220-7229,Food Services,f,f,,,5,Inner Sunset,,,,,,,,,,,,
0480342-01-001,480342,Moveable Feast Llc,Nico,3228 Sacramento St,San Francisco,CA,94115,06/11/2013,,06/11/2013,12/31/2017,710 MONTGOMERY ST,San Francisco,94111,CA,7220-7229,Food Services,f,f,D04 H26,Multiple,2,Presidio Heights,,POINT (-122.446153 37.788286),10,8,6,31,29490,13,1,9,31,6
1178346-02-181,480342,Moveable Feast Llc,Nico,710 Montgomery St,San Francisco,CA,94111,06/11/2013,,01/01/2018,,710 MONTGOMERY ST,San Francisco,94111,CA,7220-7229,Food Services,f,f,H26,"RESTAURANT GREATER THAN 2,000 SQFT",3,Chinatown,,,,,,,,,,,,
0427616-01-001,427616,Jump Frog Inc,Nicks Crispy Tacos,1500 Broadway,San Francisco,CA,94109,03/29/2008,,03/29/2008,,346 GRAND AVE FL 2,Oakland,94610,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",3,Russian Hill,,POINT (-122.422026 37.795947),105,4,3,32,28858,13,10,6,32,9
1186091-04-181,1086803,Haight & Fillmore Trading Company Inc.,Nickies Irish Pub,466 Haight,San Francisco,CA,94117,04/25/2017,,04/24/2018,,466 HAIGHT ST,San Francisco,94117,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
1246002-02-201,1111741,Kinross Llc,Nickies Bar,466 Haight St,San Francisco,CA,94117,02/03/2020,,02/03/2020,,438 Buchanan St,San Francisco,94102,CA,7220-7229,Food Services,f,f,,,5,Hayes Valley,,,,,,,,,,,,
1242132-01-201,1110180,Kinross Llc,"Nickie's Irish Pub",466 Haight St,San Francisco,CA,94117,01/01/2020,,01/01/2020,,438 Buchanan St,San Francisco,94102,CA,7220-7229,Food Services,f,f,,,5,Hayes Valley,,,,,,,,,,,,
1228716-07-191,1104551,"Plant Based, Inc","Nick's On Mission",302 Madison St,San Francisco,CA,94134,07/23/2019,,07/23/2019,08/13/2019,302 MADISON ST,San Francisco,94134,CA,7220-7229,Food Services,f,f,,,9,Excelsior,,,,,,,,,,,,
1230664-08-191,1104551,"Plant Based, Inc","Nick's On Mission",996 Mission,San Francisco,CA,94103,07/23/2019,,08/12/2019,,302 MADISON ST,San Francisco,94134,CA,7220-7229,Food Services,f,f,H25,"RESTAURANT 1,000 - 2,000 SQFT",,,,,,,,,,,,,,
0187952-02-001,187952,Pollack Group Ltd The,"Nick's Lighthouse",5 Fishermans Wharf  #5,San Francisco,CA,94133,01/01/1989,,03/28/1991,,2815 TAYLOR STREET,San Francisco,94133,CA,7220-7229,Food Services,f,f,H25,"RESTAURANT 1,000 - 2,000 SQFT",,,,POINT (-122.416518 37.809258),99,6,3,23,308,,10,1,23,1
0187952-02-002,187952,Pollack Group Ltd The,"Nick's Lighthouse",45 Pier Shed B Space 1a,San Francisco,CA,94133,01/01/1989,,01/01/2001,,2815 TAYLOR STREET,San Francisco,94133,CA,7220-7229,Food Services,f,f,H33,COMMISSARY,,,,POINT (-122.393895 37.795272),108,6,3,8,28860,4,10,2,6,2
1204912-11-181,187952,Pollack Group Ltd The,"Nick's Lighthouse",2815 Taylor St,San Francisco,CA,94133,01/01/1989,,01/01/1989,,2815 TAYLOR STREET,San Francisco,94133,CA,7220-7229,Food Services,f,f,WM18,Multiple,3,North Beach,,,,,,,,,,,,
1141240-03-171,1067833,Nick Nichols,Nick Nichols(lava Java),852 Stanyan St,San Francisco,CA,94117,01/01/2014,,01/01/2014,,2756 GOLDEN GATE AVE,San Francisco,94118,CA,7220-7229,Food Services,f,f,,,5,Haight Ashbury,,,,,,,,,,,,
1054935-02-161,1004666,"Mortar & Mash One, Llc",Nick And Nora,601 19th St,San Francisco,CA,94107,10/01/2014,,10/01/2014,,601 19TH ST,San Francisco,94107,CA,7220-7229,Food Services,f,f,,,10,Potrero Hill,,POINT (-122.388981 37.761755),55,2,9,26,28856,10,8,3,29,3
1054934-02-161,1004666,"Mortar & Mash One, Llc",Nick & Nora,601 19th St,San Francisco,CA,94107,10/01/2014,,02/19/2016,,601 19TH ST,San Francisco,94107,CA,7220-7229,Food Services,f,f,,,10,Potrero Hill,,POINT (-122.388981 37.761755),55,2,9,26,28856,10,8,3,29,3
1211956-02-191,1097837,Yung Yang Llc,Nice Catch Sf,708 Kearny St,San Francisco,CA,94108,02/04/2019,,02/05/2019,,1222 HARRISON ST 7511 APT,San Francisco,94103,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",,,,,,,,,,,,,,
0349319-02-001,349319,Solomon Neil A,Nicaragua Youth Baseball Progr,345 Casitas Ave,San Francisco,CA,94127,04/01/2001,,02/11/2013,,345 CASITAS AVE,San Francisco,94127,CA,7220-7229,Food Services,f,f,,,7,West of Twin Peaks,,POINT (-122.459387 37.73485),117,9,8,41,59,9,4,4,40,7
0349278-01-001,349278,Wong Kent K,Nhy Jewelry Repair,760 Market St 925,San Francisco,CA,94102,10/01/2001,,09/01/2011,04/01/2014,384 SAN MIGUEL ST,San Francisco,94112,CA,7220-7229,Food Services,f,f,,,3,Financial District/South Beach,,POINT (-122.40532 37.786173),19,5,10,8,28852,5,9,2,6,2
0155645-02-001,155645,Nguyen Chris L & Thiet T,Nguyen Chris L & Thiet T,1000 Potrero Ave,San Francisco,CA,94110,01/31/1984,,01/31/1984,,2327 POLK ST,San Francisco,94109,CA,7220-7229,Food Services,f,f,,,,,,POINT (-122.4067 37.756017),53,3,2,20,28859,10,7,7,19,4
1194666-07-181,1087771,Next Mile Meals Llc,Next Mile Meals,584 Castro St 509,San Francisco,CA,94114,05/08/2018,,07/09/2018,,584 CASTRO ST # 509,San Francisco,94114,CA,7220-7229,Food Services,f,f,,,8,Castro/Upper Market,,,,,,,,,,,,
1180248-02-181,1084138,"Next Level Burger Company, Inc.","Next Level Burger Company, Inc.",450 Rhode Island St,San Fransisco,CA,94107,02/25/2018,,02/26/2018,,70 SW CENTURY DR 1077 STE,Bend,97702,OR,7220-7229,Food Services,f,f,H25,"RESTAURANT 1,000 - 2,000 SQFT",10,Potrero Hill,,,,,,,,,,,,
0462574-01-001,462574,Newtree America Inc,Newtree,16 Jessie St #C-116a,San Francisco,CA,94105,08/24/2011,,08/24/2011,,PO BOX 891,Grand Haven,49417,MI,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",,,,POINT (-122.398824 37.789739),108,6,10,8,28855,12,9,2,6,2
1015202-12-141,462574,Newtree America Inc,Newtree,311 California St #120,San Francisco,CA,94104,08/24/2011,,12/31/2014,,PO BOX 891,Grand Haven,49417,MI,7220-7229,Food Services,f,f,H26,"RESTAURANT GREATER THAN 2,000 SQFT",,,,POINT (-122.400239 37.793184),108,6,3,8,28854,4,10,1,6,1
1207363-12-181,926028,Newport Meat Northern California Inc,Newport Meat Northern California Inc,48811 Warm Springs Blvd,Fremont,CA,94539,01/03/1994,,06/05/2017,,48811 WARM SPRINGS BLVD,Fremont,94539,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
1138276-03-171,926028,Newport Meat Northern California Inc,Newport Meat Co,48811 Warm Springs Blvd,Fremont,CA,94539,01/03/1994,,01/03/1994,,48811 WARM SPRINGS BLVD,Fremont,94539,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
1149265-06-171,1071379,Number Three Pencil Llc,"Newkirk's",1002 Potrero Ave,San Francisco,CA,94110,06/02/2017,,06/02/2017,,255 SHRADER ST APT 3,San Francisco,94117,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",,,,,,,,,,,,,,
1244066-01-201,1110981,Raed Saleh Salim,New York Pizza Kitchen,127 Eddy St,San Francisco,CA,94102,01/27/2020,,01/27/2020,,415 Jones St 611 Apt,San Francisco,94102,CA,7220-7229,Food Services,f,f,,,6,Tenderloin,,,,,,,,,,,,
0173398-02-001,173398,New Delhi Restaurant Inc,New World Spices,160 Ellis St,San Francisco,CA,94102,05/01/1988,,01/01/2002,,160 ELLIS ST,San Francisco,94102,CA,7220-7229,Food Services,f,f,,,6,Tenderloin,,POINT (-122.408982 37.785359),19,5,10,36,28852,14,9,10,36,10
0460874-01-001,460874,Jim K Associates,New Woey Loy Goey Restaurant,699 Jackson St,San Francisco,CA,94133,07/01/2011,,07/01/2011,,699 JACKSON ST,San Francisco,94133,CA,7220-7229,Food Services,f,f,D04 H25,Multiple,3,Chinatown,,POINT (-122.406649 37.796027),104,6,3,6,308,3,10,1,4,1
1235231-10-191,1107212,Quality Food House Llc,New Wing Sing Bakery,1125 Stockton St,San Francisco,CA,94133,10/01/2019,,10/01/2019,,1125 STOCKTON ST,San Francisco,94133,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
1071028-05-161,1034640,Coughlin Edward,New Village Cafe,1426 Polk St,San Francisco,CA,94109,05/01/2016,,05/01/2016,,965 SUTTER ST APT 123,San Francisco,94109,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",,,,POINT (-122.42055 37.789876),105,4,3,21,28858,13,10,6,21,9
0145285-02-001,145285,Wang Helen Yu-Chi,New Tsing Tao Restaurant,811 Ulloa St,San Francisco,CA,94127,03/16/1997,,03/16/1997,,811 ULLOA ST,San Francisco,94127,CA,7220-7229,Food Services,f,f,H25,"RESTAURANT 1,000 - 2,000 SQFT",7,West of Twin Peaks,,POINT (-122.465368 37.740713),46,10,8,41,59,1,4,5,40,8
1191884-06-181,1089082,Foodsmith Inc,New Tikka Masala,425 Ellis St,San Francisco,CA,94102,06/13/2018,,06/13/2018,,425 ELLIS ST,San Francisco,94102,CA,7220-7229,Food Services,f,f,H25,"RESTAURANT 1,000 - 2,000 SQFT",,,,,,,,,,,,,,
0008321-03-001,8321,Eastern Bakery Inc,New Three Star Bakery,1300 Mason St,San Francisco,CA,94133,10/01/1968,,08/16/1989,,720 GRANT AVE,San Francisco,94108,CA,7220-7229,Food Services,f,f,,,3,Chinatown,,POINT (-122.411553 37.795409),16,6,3,21,308,3,10,1,21,1
1226752-07-191,1103781,New Thai Elephant 2 Inc,New Thai Elephant,393 Bay Street,San Francisco,CA,94133,07/02/2019,,07/02/2019,,200 S B ST,San Mateo,94401,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
1018723-02-151,1009045,Lui Stanley/ng Steve Joe Jr,New Taraval Cafe,1054 Taraval St,San Francisco,CA,94116,02/09/2015,,02/09/2015,,1054 TARAVAL ST,San Francisco,94116,CA,7220-7229,Food Services,f,f,H25,"RESTAURANT 1,000 - 2,000 SQFT",4,Sunset/Parkside,,POINT (-122.477358 37.742988),40,10,7,35,29491,1,3,5,35,8
0090901-03-001,90901,New Sun Hong Kong Rest Inc,New Sun Hong Kong Restr Inc,606 Broadway,San Francisco,CA,94133,01/01/1974,,07/01/1989,,606 BROADWAY,San Francisco,94133,CA,7220-7229,Food Services,f,f,D04 H26,Multiple,3,Chinatown,,POINT (-122.407193 37.797806),106,6,3,6,308,3,10,1,4,1
0419688-01-001,419688,New San Wang Inc,New San Wang Restaurant,1682 Post St,San Francisco,CA,94115,07/20/2007,,07/20/2007,,1682 POST ST,San Francisco,94115,CA,7220-7229,Food Services,f,f,D04 H26,Multiple,5,Japantown,,POINT (-122.429394 37.785651),101,4,11,15,29490,13,11,6,13,9
0392607-02-001,392607,New Restaurant Group Lp,New Restaurant Group,425 Broadway,San Francisco,CA,94133,10/15/2005,,02/25/2014,02/25/2014,25 TAYLOR ST,San Francisco,94102,CA,7220-7229,Food Services,f,f,,,,,,POINT (-122.404206 37.798174),106,6,3,23,308,3,10,1,23,1
0432489-01-001,432489,Li Keng Heng,New Regent Cafe,638 Pacific Ave,San Francisco,CA,94133,11/01/2008,,11/01/2008,,638 PACIFIC AVE,San Francisco,94133,CA,7220-7229,Food Services,f,f,H25,"RESTAURANT 1,000 - 2,000 SQFT",3,Chinatown,,POINT (-122.406325 37.796969),104,6,3,6,308,3,10,1,4,1
1208166-12-181,1096166,Steven Louis Malakis,"New Ocean's Market",1616 Ocean Ave,San Francisco,CA,94112,12/20/2018,,12/20/2018,,183 INVERNESS DR,San Francisco,94132,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
1135998-02-171,1065374,"New Moon Restaurant, Llc",New Moon Restaurant,1247 Stockton St,San Francisco,CA,94133,02/01/2017,,02/01/2017,,1247 STOCKTON ST,San Francisco,94133,CA,7220-7229,Food Services,f,f,H24 WM18,Multiple,,,,,,,,,,,,,,
0388050-02-001,388050,Mings Coffee Shop Inc,New Mings Restaurant,641 Mission St,San Francisco,CA,94105,05/01/2005,,11/30/2005,,641 MISSION ST,San Francisco,94105,CA,7220-7229,Food Services,f,f,H25,"RESTAURANT 1,000 - 2,000 SQFT",6,Financial District/South Beach,,POINT (-122.400843 37.787183),32,1,10,8,28855,12,9,2,6,2
1018231-02-151,1008789,Hernandez Raul A,New Mangia Tutti Ristorante,635 Clay St,San Francisco,CA,94111,02/05/2015,,02/05/2015,,635 CLAY ST,San Francisco,94111,CA,7220-7229,Food Services,f,f,H25,"RESTAURANT 1,000 - 2,000 SQFT",,,,POINT (-122.403772 37.794593),104,6,3,6,28860,3,10,1,4,1
0165639-01-001,165639,New Lun Ting Cafe Inc,New Lun Ting Cafe Inc,670 Jackson St,San Francisco,CA,94133,08/01/1987,,08/01/1987,,567 PINE ST STE 201,San Francisco,94108,CA,7220-7229,Food Services,f,f,H25,"RESTAURANT 1,000 - 2,000 SQFT",3,Chinatown,,POINT (-122.406296 37.796072),104,6,3,6,308,3,10,1,4,1
0403583-01-001,403583,Kim In Sil,New Korea House,1620 Post St,San Francisco,CA,94115,01/01/2006,,01/01/2006,07/31/2018,1620 POST ST,San Francisco,94115,CA,7220-7229,Food Services,f,f,D04 H26,Multiple,5,Japantown,,POINT (-122.428542 37.78578),101,4,11,15,29490,13,11,6,13,9
1195311-07-181,1090304,"Kangnam1957, Inc.",New Korea House,750 Gonzalez Dr,San Francisco,CA,94132,07/16/2018,,07/16/2018,07/27/2018,1620 POST ST,San Francisco,94115,CA,7220-7229,Food Services,f,f,,,7,Lakeshore,,,,,,,,,,,,
1196417-07-181,1090304,"Kangnam1957, Inc.",New Korea House,1620 Post St,San Francisco,CA,94115,07/16/2018,,07/27/2018,02/26/2019,1620 POST ST,San Francisco,94115,CA,7220-7229,Food Services,f,f,D04 H26,Multiple,,,,,,,,,,,,,,
1214280-02-191,1090132,Bao Bao Noodle Bar Inc.,New King Dumpling,3319 Balboa St,San Francisco,CA,94121,07/12/2018,,02/26/2019,,3319 BALBOA ST,San Francisco,94121,CA,7220-7229,Food Services,f,f,H25,"RESTAURANT 1,000 - 2,000 SQFT",,,,,,,,,,,,,,
0468889-01-001,468889,New Jumbo Seafood Rest Llc,New Jumbo Seafood Restaurant,1532 Noriega St,San Francisco,CA,94122,06/01/2012,,06/01/2012,,1532 NORIEGA ST,San Francisco,94122,CA,7220-7229,Food Services,f,f,D04 H26,Multiple,,,,POINT (-122.480344 37.754074),39,10,7,35,56,1,3,5,35,8
0332449-01-001,332449,Tan Yong An,New Hollywood Bakery & Rest,652 Pacific Ave,San Francisco,CA,94133,01/08/2000,,01/08/2000,,652 PACIFIC AVE,San Francisco,94133,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",3,Chinatown,,POINT (-122.406534 37.796946),104,6,3,6,308,3,10,1,4,1
1007099-09-141,1003761,Ciya Inc,New Gyro King,25 Grove St,San Francisco,CA,94102,09/11/2014,,09/11/2014,,25 GROVE ST,San Francisco,94102,CA,7220-7229,Food Services,f,f,H25 POS01,Multiple,,,,POINT (-122.415796 37.778762),21,5,10,36,28852,7,9,10,36,10
0355239-01-001,355239,Golden Daisy Inc,New Golden Daisy,1041 Stockton St,San Francisco,CA,94108,04/01/2002,,04/01/2002,,1041 STOCKTON ST,San Francisco,94108,CA,7220-7229,Food Services,f,f,H28 WM18,Multiple,3,Chinatown,,POINT (-122.408165 37.795301),104,6,3,6,28857,3,10,1,4,1
0475388-01-001,475388,New Garden Restaurant Inc,New Garden Restaurant Inc,716 Kearny St,San Francisco,CA,94108,01/01/2013,,01/01/2013,,739 WASHINGTON ST STE 300,San Francisco,94108,CA,7220-7229,Food Services,f,f,D04 H26,Multiple,,,,POINT (-122.404831 37.794637),104,6,3,6,28857,3,10,1,4,1
1185239-04-181,1081396,Qizhou Zhang,New Fortune Restaurant,811 Stockton St,San Francisco,CA,94108,01/01/2018,,01/01/2018,,811 STOCKTON ST,San Francisco,94108,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",,,,,,,,,,,,,,
1174120-01-181,1081396,Qizhou Zhang,New Fortune Dim Sum,811 Stockton St,San Francisco,CA,94108,01/01/2018,,01/01/2018,01/01/2018,811 STOCKTON ST,San Francisco,94108,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
0391347-01-001,391347,Manna Misghina,New Eritrea Restaurant & Bar,907 Irving St,San Francisco,CA,94122,09/06/2005,,09/06/2005,,907 IRVING ST,San Francisco,94122,CA,7220-7229,Food Services,f,f,H26,"RESTAURANT GREATER THAN 2,000 SQFT",5,Inner Sunset,,POINT (-122.467629 37.763989),109,10,11,14,56,11,11,5,12,8
0346856-01-001,346856,Lau Jackie S,New Emmys Restaurant,1923 Ocean Ave,San Francisco,CA,94127,07/01/2001,,07/01/2001,,1923 OCEAN AVE,San Francisco,94127,CA,7220-7229,Food Services,f,f,H25,"RESTAURANT 1,000 - 2,000 SQFT",7,West of Twin Peaks,,POINT (-122.462834 37.725486),67,10,8,41,59,9,4,5,40,8
0173398-01-001,173398,New Delhi Restaurant Inc,New Delhi Restaurant,160 Ellis St,San Francisco,CA,94102,05/01/1988,,05/01/1988,,160 ELLIS ST,San Francisco,94102,CA,7220-7229,Food Services,f,f,D04 H26 H73 P23,Multiple,6,Tenderloin,,POINT (-122.408982 37.785359),19,5,10,36,28852,14,9,10,36,10
0487299-01-001,487299,New Cheung Hing Restaurant Llc,New Cheung Hing Restaurant,2339 Noriega St,San Francisco,CA,94122,01/16/2014,,01/16/2014,,2339 NORIEGA ST,San Francisco,94122,CA,7220-7229,Food Services,f,f,H25 WM18,Multiple,,,,POINT (-122.488969 37.753699),39,10,7,35,56,1,3,5,35,8
0447644-01-001,447644,Gin Thomas,"New Chef Hung's Restaurant",823 Clay St,San Francisco,CA,94108,04/15/2010,,04/15/2010,,1744 LARKIN ST,San Francisco,94109,CA,7220-7229,Food Services,f,f,D04 H24,Multiple,3,Chinatown,,POINT (-122.40672 37.7942),104,6,3,6,28857,3,10,1,4,1
0363228-01-001,363228,New Castillito Inc,New Castillito Inc,2092 Mission St,San Francisco,CA,94110,01/01/2003,,01/01/2003,,2092 MISSION ST,San Francisco,94110,CA,7220-7229,Food Services,f,f,A45 H25,Multiple,9,Mission,,POINT (-122.419537 37.763523),53,3,2,20,28859,8,7,7,19,4
1217923-04-191,1075647,Ripple By The Bay Llc,New Belgium Brewing,1398 Haight St,San Francisco,CA,94117,09/06/2017,,04/04/2019,,500 LINDEN ST,Fort Collins,80524,CO,7220-7229,Food Services,f,f,,,5,Haight Ashbury,,,,,,,,,,,,
1217924-04-191,1075647,Ripple By The Bay Llc,New Belgium Brewing,2505 3rd St,San Francisco,CA,94117,09/06/2017,,04/04/2019,,500 LINDEN ST,Fort Collins,80524,CO,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
0351717-01-001,351717,Hon So Inc,New Asia Restaurant,772 Pacific Ave,San Francisco,CA,94133,02/01/2002,,02/01/2002,,772 PACIFIC AVE,San Francisco,94133,CA,7220-7229,Food Services,f,f,D04 H26,Multiple,3,Chinatown,,POINT (-122.407972 37.796766),104,6,3,6,308,3,10,1,4,1
1156655-08-171,1074228,"Lapisara, Inc",Never Ending Restaurant,698 Post St,San Francisco,CA,94109,08/01/2017,,08/01/2017,01/23/2018,698 POST ST,San Francisco,94109,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
1189259-05-181,468120,18 Grams Llc,Neutral,3157 Geary Blvd,San Francisco,CA,94118,04/06/2012,,05/22/2018,,3157 GEARY BLVD,San Francisco,94118,CA,7220-7229,Food Services,f,f,,,1,Lone Mountain/USF,,,,,,,,,,,,
1189261-05-181,468120,18 Grams Llc,Neutral,3157 Geary Blvd,San Francisco,CA,94118,04/06/2012,,05/22/2018,,3157 GEARY BLVD,San Francisco,94118,CA,7220-7229,Food Services,f,f,,,1,Lone Mountain/USF,,,,,,,,,,,,
1216467-03-191,468120,18 Grams Llc,Neutral,683 Commercial St,San Francisco,CA,94111,04/06/2012,,03/19/2019,,3157 GEARY BLVD,San Francisco,94118,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",,,,,,,,,,,,,,
0340027-01-001,340027,Neumann David J,Neumannations,760 Ulloa St,San Francisco,CA,94127,10/02/2000,,03/15/2010,,760 ULLOA ST,San Francisco,94127,CA,7220-7229,Food Services,f,f,,,7,West of Twin Peaks,,POINT (-122.464046 37.740724),49,10,8,41,59,1,4,5,40,8
0489579-01-001,489579,Chln Inc,"Neptune's Waterfront Grill&bar",Pier 39 Space 206-8,San Francisco,CA,94133,05/12/2014,,05/12/2014,,1510 WEST LOOP S,Houston,77027,TX,7220-7229,Food Services,f,f,,,,,,POINT (-122.406233 37.799277),106,6,3,23,308,3,10,1,23,1
1195648-07-181,1090461,Javier Osorio Vasquez,Nenas Restaurant,3459 Mission Street,San Francisco,CA,94110,07/01/2018,,07/01/2018,,3459 MISSION ST,San Francisco,94110,CA,7220-7229,Food Services,f,f,H25,"RESTAURANT 1,000 - 2,000 SQFT",,,,,,,,,,,,,,
0056107-48-001,56107,Guckenheimer Enterprises Inc,Nektar,455 Mission Bay Blvd,San Francisco,CA,94158,12/31/2012,,02/18/2014,,1017 CENTRAL PKWY N,San Antonio,78232,TX,7220-7229,Food Services,f,f,POS01,Multiple,,,,POINT (-122.388535 37.770721),34,1,10,4,310,14,9,3,20,3
